name,daughters,sons,source
"Manjhi, Shri Hari",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4474
"Maran, Thiru Dayanidhi",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4144
"Marandi, Shri Babu Lal",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=244
"Masram, Shri Basori Singh",2,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4514
"Mcleod, Smt. Ingrid",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4204
"Meena, Shri Raghuvir Singh",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4412
"Meena, Shri Namo Narain",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4060
"Meena, Dr. Kirodilal",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3339
"Meghe, Shri Datta Raghobaji",5,3,http://www.indiapress.org/election/archives/lok12/biodata/12mh27.php
"Meghwal, Shri Bharat Ram",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4398
"Meghwal, Shri Arjun Ram",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4399
"Meinya, Dr. Thokchom",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4055
"Mirdha, Dr. (Smt.) Jyoti",0,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4408
"Mishra, Shri Govind Prasad",6,5,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4512
"Mishra, Shri Mahabal",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4335
"Misra, Shri Pinaki",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3724
"Mithlesh Kumar, Shri",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4278
"Mitra, Shri Somendra Nath",0,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4493
"Mohammad, Maulana Asrarul Haque",2,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4460
"Mohan, Shri P. C.",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4321
"Mohapatra, Shri Sidhant",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4425
"Moily, Dr.(Shri) M. Veerappa",3,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4343
"Mukherjee, Shri Abhijit",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4581
"Mullappally, Shri Ramachandran",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3085
"Munda, Shri Kariya",3,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=259
"Munde, Shri Gopinath Pandurang",3,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4386
"Muniyappa, Shri K.H.",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=261
"Muttemwar, Shri Vilas Baburao",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=268
"Nagar, Shri Surendra Singh",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4269
"Nagpal, Shri Devendra",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4266
"Nahata, Smt. P. Jaya Prada",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4165
"Naik, Shri Shripad Yesso",0,3,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=273
"Naik, Shri Porika Balram",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4322
"Naik, Dr. Sanjeev Ganesh",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4394
"Namdhari, Shri Inder Singh",5,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4325
"Napoleon, Shri D.",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4547
"Naqvi, Shri Zafar Ali",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4279
"Narah, Smt. Ranee",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=274
"Narayanasamy, Shri V.",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4350
"Naskar, Shri Gobinda Chandra",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4486
"Natarajan, Shri P.R.",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4543
"Natrajan, Km. Meenakshi",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4518
"Nimmala, Shri Kristappa",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4529
"Nirupam, Shri Sanjay",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4380
"Nishad, Capt.(Retd.) Jainarain Prasad",4,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=276
"Noor, Smt. Mausam",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4483
"Ola, Shri Sis Ram",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=278
"Owaisi, Shri Asaduddin",4,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4091
"Pakkirappa, Shri S.",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4311
"Pal, Shri Raja Ram",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4105
"Pal, Shri Jagdambika",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4295
"Pala, Shri Vincent H",4,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4352
"Palanimanickam, Shri S.S.",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=284
"Panabaka, Smt. Lakshmi",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3740
"Panda, Shri Prabodh",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=563
"Panda, Shri Baijayant ""Jay""",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4422
"Pandey, Km. Saroj",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4360
"Pandey, Shri Rakesh",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4293
"Pandey, Shri Gorakh Nath",0,4,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4308
"Pandey, Dr. Vinay Kumar ""Vinnu""",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4300
"Pandey, Shri Ravindra Kumar",2,3,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=285
"Pangi, Shri Jayaram",3,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4426
"Paranjpe, Shri Anand Prakash",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4250
"Paswan, Shri Kamlesh",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4303
"Patasani, Dr. (Prof.) Prasanna Kumar",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=299
"Patel, Shri Praful Manoharbhai",3,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3557
"Patel, Shri Bal Kumar",1,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4338
"Patel, Shri R.K. Singh",1,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4331
"Patel, Shri Dinsha J.",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=309
"Patel, Shri Deoraj Singh",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4511
"Patel, Shri Kishanbhai Vestabhai",2,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4040
"Patel, Smt. Jayshreeben",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4442
"Patel, Shri Devji Mansingram",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4411
"Patel, Shri Lalubhai Babubhai",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4364
"Patel, Shri Somabhai Gandalal Koli",1,3,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3365
"Patel, Shri Natubhai Gomanbhai",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4365
"Pathak, Shri Harin",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=310
"Patil, Shri Pratik Prakashbapu",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4211
"Patil, Shri Sanjay Dina",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4393
"Patil, Dr. Padmasinha Bajirao",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4391
"Patil, Shri Bhaskarrao Bapurao",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4375
"Patil, Shri Chandrakant Raghunath",3,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4452
"Patil, Shri A.T. (Nana)",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4370
"Patle, Smt. Kamla Devi",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4358
"Paul, Shri Tapas",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4484
"Pawar, Shri Sharad Chandra Govindrao",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=327
"Perumal, Shri Viswanathan",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4536
"Pilot, Shri Sachin",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4058
"Potai, Shri Sohan",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=331
"Prabhakar, Shri Ponnam",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4337
"Pradhan, Shri Amarnath",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4417
"Pradhan, Shri Nityananda",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4424
"Prasada, Shri Jitin",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4065
"Pratap Narayanrao, Shri Sonawane",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4369
"Punia, Shri P.L.",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4292
"Purandeswari, Smt. Daggubati",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4022
"Purkayastha, Shri Kabindra",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3568
"Putul Kumari, Smt.",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4575
"Radadiya, Shri Vitthalbhai Hansrajbhai",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4446
"Raghavan, Shri M. K.",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4560
"Rai, Shri Prem Das",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4347
"Raja, Shri Andimuthu",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=344
"Rajbhar, Shri Ramashankar",5,4,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4305
"Rajendran, Shri C.",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4535
"Rajesh, Shri M. B.",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4562
"Raju, Dr. M. Mangapati Pallam",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3375
"Rajukhedi, Shri Gajendra Singh",2,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=348
"Ram, Shri Purnmasi",4,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4461
"Ram Shankar, Prof.(Dr.)",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4274
"Rama Devi, Smt.",3,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3901
"Ramasubbu, Shri S.S.",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4556
"Ramkishun, Shri",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4346
"Rana, Shri Rajendrasinh (Raju Rana)",0,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=358
"Rana, Shri Jagdish Singh",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4260
"Rana, Shri Kadir",5,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4262
"Rane, Dr. Nilesh Narayan",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4396
"Rao, Shri Rayapati Sambasiva",2,1,http://en.wikipedia.org/wiki/Rayapati_Sambasiva_Rao
"Rao, Shri Konakalla Narayana",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4527
"Rao, Dr. Kavuri Samba Siva",3,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3139
"Rao, Shri Inderjit Singh",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3904
"Rao, Shri Nama Nageswara",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4323
"Rao, Shri Kalva Kuntla Chandrasekhar",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4083
"Rathod, Shri Ramesh",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4258
"Rathwa, Shri Ramsinh Patalyabhai",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=364
"Rawat, Shri Harish",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=2864
"Rawat, Shri Ashok Kumar",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4096
"Ray, Shri Bishnu Pada",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=371
"Ray, Shri Rudra Madhab",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4421
"Reddy, Shri Modugula Venugopala",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4528
"Reddy, Shri Y. S. Jagan Mohan",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4530
"Reddy, Shri Kotla Jaya Surya Prakash",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3583
"Reddy, Shri Magunta Sreenivasulu",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3907
"Reddy, Shri Jaipal Sudini",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=378
"Reddy, Shri Anantha Venkatarami",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3767
"Reddy, Shri Mekapati Rajamohan",0,3,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3394
"Reddy, Shri S.P.Y.",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4024
"Reddy, Shri Komatireddy Raj Gopal",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4341
"Riyan, Shri Baju Ban",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=381
"Roy, Prof. Saugata",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=2554
"Roy, Smt. Satabdi",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4506
"Roy, Shri Nripendra Nath",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4477
"Roy, Shri Mahendra Kumar",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4479
"Roy, Dr. Arjun",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4456
"Ruala, Shri C. L.",0,5,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4353
"Sachan, Shri Rakesh",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4290
"Saha, Dr. Anup Kumar",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4504
"Sahai, Shri Subodh Kant",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3400
"Sahu, Shri Chandu Lal",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4362
"Sai, Shri Vishnu Deo",2,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=389
"Sampath, Shri Anirudhan",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3777
"Sangma, Kum. Agatha K.",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4251
"Sardinha, Shri Francisco",0,3,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3914
"Saroj, Shri Tufani",4,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=401
"Saroj, Smt. Sushila",3,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=402
"Sarvey, Shri Sathyanarayana",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4027
"Satpathy, Shri Tathagata",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3918
"Sayeed, Shri Hamdullah",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4349
"Scindia, Shri Jyotiraditya Madhavrao",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3958
"Scindia, Smt. Yashodhara Raje",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4221
"Selja, Kumari",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3589
"Semmalai, Shri S.",2,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4541
"Sethi, Shri Arjun Charan",2,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=411
"Shah, Smt. Mala Rajya Laxmi",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4582
"Shanavas, Shri M. I.",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4559
"Shantha, Smt. J.",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4314
"Shanthi, Smt. M. Vijaya",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4339
"Shariq, Shri Sharifuddin",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4333
"Sharma, Shri Jagdish",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4473
"Sharma, Shri Madan Lal",2,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4047
"Sharma, Dr. Arvind Kumar",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3785
"Shekhar, Shri Neeraj",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4233
"Shekhawat, Shri Gopal Singh",2,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4413
"Shetkar, Shri Suresh Kumar",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4523
"Shetti, Shri Raju alias Devappa Anna",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4397
"Shinde, Shri Sushil Kumar Sambhajirao",3,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=423
"Shivakumar, Shri K. alias J.K. Ritheesh",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4553
"Shivaramagouda, Shri",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4313
"Shukla, Shri Balkrishna Khanderao",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4450
"Sibal, Shri Kapil",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4077
"Siddeshwara, Shri Gowdar Mallikarjunappa",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3977
"Sidhu, Shri Navjot Singh",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4000
"Singh, Dr. Bhola",2,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4475
"Singh, Shri Jagadanand",1,4,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4470
"Singh, Shri Dushyant",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4005
"Singh, Shri Umashanker",0,4,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4463
"Singh, Shri Mahabali",2,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4472
"Singh, Dr. Raghuvansh Prasad",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=430
"Singh, Shri Kalyan",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4011
"Singh, Shri Ajit",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=14
"Singh, Rajkumari Ratna",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=434
"Singh, Shri Ravneet",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4429
"Singh, Shri Bhoopendra",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4508
"Singh, Smt. Rajesh Nandini",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4513
"Singh, Shri Virbhadra",4,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=1689
"Singh, Shri Jaswant",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=552
"Singh, Shri Uday Pratap",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4516
"Singh, Shri Radha Mohan",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=451
"Singh, Shri Sushil Kumar",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3928
"Singh, Shri Uday",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3974
"Singh, Shri Ganesh",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3986
"Singh, Shri Rakesh",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3987
"Singh, Shri Brijbhushan Sharan",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=438
"Singh, Chaudhary Lal",2,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4046
"Singh, Shri Jitendra",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4403
"Singh, Shri Rajnath",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4268
"Singh, Shri Ratan",4,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4404
"Singh, Shri Pashupati Nath",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4326
"Singh, Shri Dhananjay",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4306
"Singh, Shri N.Dharam",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4312
"Singh, Shri Murarilal",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4355
"Singh, Shri Yashvir",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4264
"Singh, Smt. Meena",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4234
"Singh, Kunwar Rewati Raman",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4172
"Singh, Shri Radhe Mohan",0,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4307
"Singh, Shri Vijay Bahadur",2,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4288
"Singh, Shri Pradeep Kumar",4,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4459
"Singh, Shri Ijyaraj",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4415
"Singh, Shri Ratanjit Pratap Narain",3,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4345
"Singh, Shri Rajiv Ranjan (Lalan)",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4134
"Singh Deo, Shri Kalikesh Narayan",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4419
"Singla, Shri Vijay Inder",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4434
"Sinh, Dr. Sanjay",3,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3929
"Sinha, Shri Shatrughan Prasad",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4468
"Sinha, Shri Yashwant",1,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=464
"Siricilla, Shri Rajaiah",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4320
"Sivaprasad, Dr. Naramalli",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4531
"Sivasami, Shri C.",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4542
"Solanki, Shri Makhansingh",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4520
"Solanki, Shri Dinubhai Boghabhai",3,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4447
"Solanki, Shri Bharatsinh Madhavsinh",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4038
"Solanki, Dr. Kirit Premjibhai",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4444
"Soren, Shri Shibu",1,3,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=2917
"Sudhakaran, Shri Kumbakudi",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4558
"Sugavanam, Shri E.G.",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4146
"Sugumar, Shri K.",0,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4544
"Suklabaidya, Shri Lalit Mohan",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4029
"Sule, Smt. Supriya Sadanand",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4392
"Suman, Shri Kabir",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4494
"Sushant, Dr. Rajan",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4297
"Swamy, Shri Janardhana",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4317
"Swamy, Shri N. Chaluvaraya",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4318
"Swaraj, Smt. Sushma",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3812
"Tagore, Shri Manicka",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4552
"Takam Sanjoy, Shri",3,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4366
